"route","kind","audience","domain","dynamic","file"
"/angelcare-marketplace/admin/providers/assignments","page","admin","providers","no","app/angelcare-marketplace/(protected)/admin/providers/assignments/page.tsx"
"/angelcare-marketplace/admin/providers/availability","page","admin","providers","no","app/angelcare-marketplace/(protected)/admin/providers/availability/page.tsx"
"/angelcare-marketplace/admin/providers/certifications","page","admin","providers","no","app/angelcare-marketplace/(protected)/admin/providers/certifications/page.tsx"
"/angelcare-marketplace/admin/providers/commerce","page","admin","providers","no","app/angelcare-marketplace/(protected)/admin/providers/commerce/page.tsx"
"/angelcare-marketplace/admin/providers/commerce/disputes","page","admin","providers","no","app/angelcare-marketplace/(protected)/admin/providers/commerce/disputes/page.tsx"
"/angelcare-marketplace/admin/providers/commerce/evidence","page","admin","providers","no","app/angelcare-marketplace/(protected)/admin/providers/commerce/evidence/page.tsx"
"/angelcare-marketplace/admin/providers/commerce/payables","page","admin","providers","no","app/angelcare-marketplace/(protected)/admin/providers/commerce/payables/page.tsx"
"/angelcare-marketplace/admin/providers/commerce/quality","page","admin","providers","no","app/angelcare-marketplace/(protected)/admin/providers/commerce/quality/page.tsx"
"/angelcare-marketplace/admin/providers/commerce/readiness","page","admin","providers","no","app/angelcare-marketplace/(protected)/admin/providers/commerce/readiness/page.tsx"
"/angelcare-marketplace/admin/providers/documents","page","admin","providers","no","app/angelcare-marketplace/(protected)/admin/providers/documents/page.tsx"
"/angelcare-marketplace/admin/providers/dossiers","page","admin","providers","no","app/angelcare-marketplace/(protected)/admin/providers/dossiers/page.tsx"
"/angelcare-marketplace/admin/providers/dossiers/[providerId]","page","admin","providers","yes","app/angelcare-marketplace/(protected)/admin/providers/dossiers/[providerId]/page.tsx"
"/angelcare-marketplace/admin/providers/eligibility","page","admin","providers","no","app/angelcare-marketplace/(protected)/admin/providers/eligibility/page.tsx"
"/angelcare-marketplace/admin/providers/onboarding","page","admin","providers","no","app/angelcare-marketplace/(protected)/admin/providers/onboarding/page.tsx"
"/angelcare-marketplace/admin/providers/payable-eligibility","page","admin","providers","no","app/angelcare-marketplace/(protected)/admin/providers/payable-eligibility/page.tsx"
"/angelcare-marketplace/admin/providers/performance","page","admin","providers","no","app/angelcare-marketplace/(protected)/admin/providers/performance/page.tsx"
"/angelcare-marketplace/admin/public-inquiries","page","admin","public-inquiries","no","app/angelcare-marketplace/(protected)/admin/public-inquiries/page.tsx"
"/angelcare-marketplace/admin/qa","page","admin","qa","no","app/angelcare-marketplace/(protected)/admin/qa/page.tsx"
"/angelcare-marketplace/admin/qa/accessibility","page","admin","qa","no","app/angelcare-marketplace/(protected)/admin/qa/accessibility/page.tsx"
"/angelcare-marketplace/admin/qa/contracts","page","admin","qa","no","app/angelcare-marketplace/(protected)/admin/qa/contracts/page.tsx"
"/angelcare-marketplace/admin/qa/data-integrity","page","admin","qa","no","app/angelcare-marketplace/(protected)/admin/qa/data-integrity/page.tsx"
"/angelcare-marketplace/admin/qa/defects","page","admin","qa","no","app/angelcare-marketplace/(protected)/admin/qa/defects/page.tsx"
"/angelcare-marketplace/admin/qa/evidence","page","admin","qa","no","app/angelcare-marketplace/(protected)/admin/qa/evidence/page.tsx"
"/angelcare-marketplace/admin/qa/localization","page","admin","qa","no","app/angelcare-marketplace/(protected)/admin/qa/localization/page.tsx"
"/angelcare-marketplace/admin/qa/regression","page","admin","qa","no","app/angelcare-marketplace/(protected)/admin/qa/regression/page.tsx"
"/angelcare-marketplace/admin/qa/responsive","page","admin","qa","no","app/angelcare-marketplace/(protected)/admin/qa/responsive/page.tsx"
"/angelcare-marketplace/admin/qa/routes","page","admin","qa","no","app/angelcare-marketplace/(protected)/admin/qa/routes/page.tsx"
"/angelcare-marketplace/admin/qa/security","page","admin","qa","no","app/angelcare-marketplace/(protected)/admin/qa/security/page.tsx"
"/angelcare-marketplace/admin/qa/workflows","page","admin","qa","no","app/angelcare-marketplace/(protected)/admin/qa/workflows/page.tsx"
"/angelcare-marketplace/admin/quality-assurance","page","admin","quality-assurance","no","app/angelcare-marketplace/(protected)/admin/quality-assurance/page.tsx"
"/angelcare-marketplace/admin/quality-assurance/accessibility","page","admin","quality-assurance","no","app/angelcare-marketplace/(protected)/admin/quality-assurance/accessibility/page.tsx"
"/angelcare-marketplace/admin/quality-assurance/defects","page","admin","quality-assurance","no","app/angelcare-marketplace/(protected)/admin/quality-assurance/defects/page.tsx"
"/angelcare-marketplace/admin/quality-assurance/localization","page","admin","quality-assurance","no","app/angelcare-marketplace/(protected)/admin/quality-assurance/localization/page.tsx"
"/angelcare-marketplace/admin/quality-assurance/performance","page","admin","quality-assurance","no","app/angelcare-marketplace/(protected)/admin/quality-assurance/performance/page.tsx"
"/angelcare-marketplace/admin/quality-assurance/regressions","page","admin","quality-assurance","no","app/angelcare-marketplace/(protected)/admin/quality-assurance/regressions/page.tsx"
"/angelcare-marketplace/admin/quality-assurance/release","page","admin","quality-assurance","no","app/angelcare-marketplace/(protected)/admin/quality-assurance/release/page.tsx"
"/angelcare-marketplace/admin/quality-assurance/runs","page","admin","quality-assurance","no","app/angelcare-marketplace/(protected)/admin/quality-assurance/runs/page.tsx"
"/angelcare-marketplace/admin/quality-assurance/security","page","admin","quality-assurance","no","app/angelcare-marketplace/(protected)/admin/quality-assurance/security/page.tsx"
"/angelcare-marketplace/admin/quality-assurance/suites","page","admin","quality-assurance","no","app/angelcare-marketplace/(protected)/admin/quality-assurance/suites/page.tsx"
"/angelcare-marketplace/admin/quote-baskets","page","admin","quote-baskets","no","app/angelcare-marketplace/(protected)/admin/quote-baskets/page.tsx"
"/angelcare-marketplace/admin/readiness","page","admin","readiness","no","app/angelcare-marketplace/(protected)/admin/readiness/page.tsx"
"/angelcare-marketplace/admin/search","page","admin","search","no","app/angelcare-marketplace/(protected)/admin/search/page.tsx"
"/angelcare-marketplace/admin/security","page","admin","security","no","app/angelcare-marketplace/(protected)/admin/security/page.tsx"
"/angelcare-marketplace/admin/security-audit","page","admin","security-audit","no","app/angelcare-marketplace/(protected)/admin/security-audit/page.tsx"
"/angelcare-marketplace/admin/security/access","page","admin","security","no","app/angelcare-marketplace/(protected)/admin/security/access/page.tsx"
"/angelcare-marketplace/admin/security/audit","page","admin","security","no","app/angelcare-marketplace/(protected)/admin/security/audit/page.tsx"
"/angelcare-marketplace/admin/security/data-exposure","page","admin","security","no","app/angelcare-marketplace/(protected)/admin/security/data-exposure/page.tsx"
"/angelcare-marketplace/admin/security/data-retention","page","admin","security","no","app/angelcare-marketplace/(protected)/admin/security/data-retention/page.tsx"
"/angelcare-marketplace/admin/security/events","page","admin","security","no","app/angelcare-marketplace/(protected)/admin/security/events/page.tsx"
"/angelcare-marketplace/admin/security/incidents","page","admin","security","no","app/angelcare-marketplace/(protected)/admin/security/incidents/page.tsx"
"/angelcare-marketplace/admin/security/permissions","page","admin","security","no","app/angelcare-marketplace/(protected)/admin/security/permissions/page.tsx"
"/angelcare-marketplace/admin/security/rbac","page","admin","security","no","app/angelcare-marketplace/(protected)/admin/security/rbac/page.tsx"
"/angelcare-marketplace/admin/security/recovery","page","admin","security","no","app/angelcare-marketplace/(protected)/admin/security/recovery/page.tsx"
"/angelcare-marketplace/admin/security/reviews","page","admin","security","no","app/angelcare-marketplace/(protected)/admin/security/reviews/page.tsx"
"/angelcare-marketplace/admin/security/roles","page","admin","security","no","app/angelcare-marketplace/(protected)/admin/security/roles/page.tsx"
"/angelcare-marketplace/admin/security/secrets","page","admin","security","no","app/angelcare-marketplace/(protected)/admin/security/secrets/page.tsx"
"/angelcare-marketplace/admin/security/separation-of-duties","page","admin","security","no","app/angelcare-marketplace/(protected)/admin/security/separation-of-duties/page.tsx"
"/angelcare-marketplace/admin/security/sessions","page","admin","security","no","app/angelcare-marketplace/(protected)/admin/security/sessions/page.tsx"
"/angelcare-marketplace/admin/security/tenant-isolation","page","admin","security","no","app/angelcare-marketplace/(protected)/admin/security/tenant-isolation/page.tsx"
"/angelcare-marketplace/admin/security/territory-isolation","page","admin","security","no","app/angelcare-marketplace/(protected)/admin/security/territory-isolation/page.tsx"
"/angelcare-marketplace/admin/suppliers","page","admin","suppliers","no","app/angelcare-marketplace/(protected)/admin/suppliers/page.tsx"
"/angelcare-marketplace/admin/territories","page","admin","territories","no","app/angelcare-marketplace/(protected)/admin/territories/page.tsx"
"/angelcare-marketplace/admin/territories/[territoryCode]","page","admin","territories","yes","app/angelcare-marketplace/(protected)/admin/territories/[territoryCode]/page.tsx"
"/angelcare-marketplace/admin/territories/[territoryCode]/health","page","admin","territories","yes","app/angelcare-marketplace/(protected)/admin/territories/[territoryCode]/health/page.tsx"
"/angelcare-marketplace/admin/territories/[territoryCode]/overrides","page","admin","territories","yes","app/angelcare-marketplace/(protected)/admin/territories/[territoryCode]/overrides/page.tsx"
"/angelcare-marketplace/admin/territories/[territoryCode]/preview","page","admin","territories","yes","app/angelcare-marketplace/(protected)/admin/territories/[territoryCode]/preview/page.tsx"
"/angelcare-marketplace/admin/territories/[territoryCode]/readiness","page","admin","territories","yes","app/angelcare-marketplace/(protected)/admin/territories/[territoryCode]/readiness/page.tsx"
"/angelcare-marketplace/admin/territories/[territoryCode]/settings","page","admin","territories","yes","app/angelcare-marketplace/(protected)/admin/territories/[territoryCode]/settings/page.tsx"
"/angelcare-marketplace/admin/territories/clone","page","admin","territories","no","app/angelcare-marketplace/(protected)/admin/territories/clone/page.tsx"
"/angelcare-marketplace/admin/territories/new","page","admin","territories","no","app/angelcare-marketplace/(protected)/admin/territories/new/page.tsx"
"/angelcare-marketplace/admin/territories/registry","page","admin","territories","no","app/angelcare-marketplace/(protected)/admin/territories/registry/page.tsx"
"/angelcare-marketplace/admin/trust","page","admin","trust","no","app/angelcare-marketplace/(protected)/admin/trust/page.tsx"
"/angelcare-marketplace/admin/trust/audits","page","admin","trust","no","app/angelcare-marketplace/(protected)/admin/trust/audits/page.tsx"
"/angelcare-marketplace/admin/trust/badges","page","admin","trust","no","app/angelcare-marketplace/(protected)/admin/trust/badges/page.tsx"
"/angelcare-marketplace/admin/trust/command","page","admin","trust","no","app/angelcare-marketplace/(protected)/admin/trust/command/page.tsx"
"/angelcare-marketplace/admin/trust/complaints","page","admin","trust","no","app/angelcare-marketplace/(protected)/admin/trust/complaints/page.tsx"
"/angelcare-marketplace/admin/trust/compliance","page","admin","trust","no","app/angelcare-marketplace/(protected)/admin/trust/compliance/page.tsx"
"/angelcare-marketplace/admin/trust/corrective-actions","page","admin","trust","no","app/angelcare-marketplace/(protected)/admin/trust/corrective-actions/page.tsx"
"/angelcare-marketplace/admin/trust/evidence","page","admin","trust","no","app/angelcare-marketplace/(protected)/admin/trust/evidence/page.tsx"
"/angelcare-marketplace/admin/trust/investigations","page","admin","trust","no","app/angelcare-marketplace/(protected)/admin/trust/investigations/page.tsx"
"/angelcare-marketplace/admin/trust/non-conformities","page","admin","trust","no","app/angelcare-marketplace/(protected)/admin/trust/non-conformities/page.tsx"
"/angelcare-marketplace/admin/trust/quality-check-360","page","admin","trust","no","app/angelcare-marketplace/(protected)/admin/trust/quality-check-360/page.tsx"
"/angelcare-marketplace/admin/trust/reports","page","admin","trust","no","app/angelcare-marketplace/(protected)/admin/trust/reports/page.tsx"
"/angelcare-marketplace/admin/trust/sensitive-content","page","admin","trust","no","app/angelcare-marketplace/(protected)/admin/trust/sensitive-content/page.tsx"
"/angelcare-marketplace/admin/trust/sops","page","admin","trust","no","app/angelcare-marketplace/(protected)/admin/trust/sops/page.tsx"
"/angelcare-marketplace/admin/trust/standards","page","admin","trust","no","app/angelcare-marketplace/(protected)/admin/trust/standards/page.tsx"
"/angelcare-marketplace/admin/vendors","page","admin","vendors","no","app/angelcare-marketplace/(protected)/admin/vendors/page.tsx"
"/angelcare-marketplace/admin/vendors/catalog-links","page","admin","vendors","no","app/angelcare-marketplace/(protected)/admin/vendors/catalog-links/page.tsx"
"/angelcare-marketplace/admin/vendors/contracts","page","admin","vendors","no","app/angelcare-marketplace/(protected)/admin/vendors/contracts/page.tsx"
"/angelcare-marketplace/admin/vendors/disputes","page","admin","vendors","no","app/angelcare-marketplace/(protected)/admin/vendors/disputes/page.tsx"
"/angelcare-marketplace/admin/vendors/inventory","page","admin","vendors","no","app/angelcare-marketplace/(protected)/admin/vendors/inventory/page.tsx"
"/angelcare-marketplace/admin/vendors/onboarding","page","admin","vendors","no","app/angelcare-marketplace/(protected)/admin/vendors/onboarding/page.tsx"
"/angelcare-marketplace/admin/vendors/orders","page","admin","vendors","no","app/angelcare-marketplace/(protected)/admin/vendors/orders/page.tsx"
"/angelcare-marketplace/admin/vendors/performance","page","admin","vendors","no","app/angelcare-marketplace/(protected)/admin/vendors/performance/page.tsx"
"/angelcare-marketplace/admin/vendors/quality","page","admin","vendors","no","app/angelcare-marketplace/(protected)/admin/vendors/quality/page.tsx"
"/angelcare-marketplace/admin/vendors/registry","page","admin","vendors","no","app/angelcare-marketplace/(protected)/admin/vendors/registry/page.tsx"
"/angelcare-marketplace/admin/vendors/settlements","page","admin","vendors","no","app/angelcare-marketplace/(protected)/admin/vendors/settlements/page.tsx"
"/angelcare-marketplace/admin/verticals","page","admin","verticals","no","app/angelcare-marketplace/(protected)/admin/verticals/page.tsx"
"/angelcare-marketplace/admin/verticals/corporates","page","admin","verticals","no","app/angelcare-marketplace/(protected)/admin/verticals/corporates/page.tsx"
"/angelcare-marketplace/admin/verticals/corporates/eligibility","page","admin","verticals","no","app/angelcare-marketplace/(protected)/admin/verticals/corporates/eligibility/page.tsx"
"/angelcare-marketplace/admin/verticals/corporates/impact","page","admin","verticals","no","app/angelcare-marketplace/(protected)/admin/verticals/corporates/impact/page.tsx"
"/angelcare-marketplace/admin/verticals/corporates/programs","page","admin","verticals","no","app/angelcare-marketplace/(protected)/admin/verticals/corporates/programs/page.tsx"
"/angelcare-marketplace/admin/verticals/corporates/usage","page","admin","verticals","no","app/angelcare-marketplace/(protected)/admin/verticals/corporates/usage/page.tsx"
"/angelcare-marketplace/admin/verticals/establishments","page","admin","verticals","no","app/angelcare-marketplace/(protected)/admin/verticals/establishments/page.tsx"
"/angelcare-marketplace/admin/verticals/establishments/conversions","page","admin","verticals","no","app/angelcare-marketplace/(protected)/admin/verticals/establishments/conversions/page.tsx"
"/angelcare-marketplace/admin/verticals/establishments/diagnostics","page","admin","verticals","no","app/angelcare-marketplace/(protected)/admin/verticals/establishments/diagnostics/page.tsx"
"/angelcare-marketplace/admin/verticals/establishments/proposals","page","admin","verticals","no","app/angelcare-marketplace/(protected)/admin/verticals/establishments/proposals/page.tsx"
"/angelcare-marketplace/admin/verticals/establishments/quality-checks","page","admin","verticals","no","app/angelcare-marketplace/(protected)/admin/verticals/establishments/quality-checks/page.tsx"
"/angelcare-marketplace/admin/verticals/health-partners","page","admin","verticals","no","app/angelcare-marketplace/(protected)/admin/verticals/health-partners/page.tsx"
"/angelcare-marketplace/admin/verticals/health-partners/compliance","page","admin","verticals","no","app/angelcare-marketplace/(protected)/admin/verticals/health-partners/compliance/page.tsx"
"/angelcare-marketplace/admin/verticals/health-partners/consents","page","admin","verticals","no","app/angelcare-marketplace/(protected)/admin/verticals/health-partners/consents/page.tsx"
"/angelcare-marketplace/admin/verticals/health-partners/programs","page","admin","verticals","no","app/angelcare-marketplace/(protected)/admin/verticals/health-partners/programs/page.tsx"
"/angelcare-marketplace/admin/verticals/health-partners/referrals","page","admin","verticals","no","app/angelcare-marketplace/(protected)/admin/verticals/health-partners/referrals/page.tsx"
"/angelcare-marketplace/admin/verticals/hospitality","page","admin","verticals","no","app/angelcare-marketplace/(protected)/admin/verticals/hospitality/page.tsx"
"/angelcare-marketplace/admin/verticals/hospitality/programs","page","admin","verticals","no","app/angelcare-marketplace/(protected)/admin/verticals/hospitality/programs/page.tsx"
"/angelcare-marketplace/admin/verticals/hospitality/properties","page","admin","verticals","no","app/angelcare-marketplace/(protected)/admin/verticals/hospitality/properties/page.tsx"
"/angelcare-marketplace/admin/verticals/hospitality/readiness","page","admin","verticals","no","app/angelcare-marketplace/(protected)/admin/verticals/hospitality/readiness/page.tsx"
"/angelcare-marketplace/admin/verticals/hospitality/reports","page","admin","verticals","no","app/angelcare-marketplace/(protected)/admin/verticals/hospitality/reports/page.tsx"
"/angelcare-marketplace/admin/verticals/organizations","page","admin","verticals","no","app/angelcare-marketplace/(protected)/admin/verticals/organizations/page.tsx"
"/angelcare-marketplace/admin/verticals/organizations/[organizationId]","page","admin","verticals","yes","app/angelcare-marketplace/(protected)/admin/verticals/organizations/[organizationId]/page.tsx"
"/angelcare-marketplace/family","page","family","family","no","app/angelcare-marketplace/(family)/family/page.tsx"
"/angelcare-marketplace/family/account","page","family","family","no","app/angelcare-marketplace/(family)/family/account/page.tsx"
"/angelcare-marketplace/family/children","page","family","family","no","app/angelcare-marketplace/(family)/family/children/page.tsx"
"/angelcare-marketplace/family/children/[childId]","page","family","family","yes","app/angelcare-marketplace/(family)/family/children/[childId]/page.tsx"
"/angelcare-marketplace/family/children/new","page","family","family","no","app/angelcare-marketplace/(family)/family/children/new/page.tsx"
"/angelcare-marketplace/family/dashboard","page","family","family","no","app/angelcare-marketplace/(family)/family/dashboard/page.tsx"
"/angelcare-marketplace/family/diagnostic","page","family","family","no","app/angelcare-marketplace/(family)/family/diagnostic/page.tsx"
"/angelcare-marketplace/family/missions","page","family","family","no","app/angelcare-marketplace/(family)/family/missions/page.tsx"
"/angelcare-marketplace/family/missions/[missionId]","page","family","family","yes","app/angelcare-marketplace/(family)/family/missions/[missionId]/page.tsx"
"/angelcare-marketplace/family/reports","page","family","family","no","app/angelcare-marketplace/(family)/family/reports/page.tsx"
"/angelcare-marketplace/family/request","page","family","family","no","app/angelcare-marketplace/(family)/family/request/page.tsx"
"/angelcare-marketplace/family/requests","page","family","family","no","app/angelcare-marketplace/(family)/family/requests/page.tsx"
"/angelcare-marketplace/family/requests/[requestId]","page","family","family","yes","app/angelcare-marketplace/(family)/family/requests/[requestId]/page.tsx"
"/angelcare-marketplace/family/support","page","family","family","no","app/angelcare-marketplace/(family)/family/support/page.tsx"
"/angelcare-marketplace/family/support/[ticketId]","page","family","family","yes","app/angelcare-marketplace/(family)/family/support/[ticketId]/page.tsx"
"/angelcare-marketplace/partner/dashboard","page","tenant","partner","no","app/angelcare-marketplace/(tenant)/partner/dashboard/page.tsx"
"/angelcare-marketplace/preview/[token]","page","platform","preview","yes","app/angelcare-marketplace/preview/[token]/page.tsx"
"/angelcare-marketplace/provider","page","provider","provider","no","app/angelcare-marketplace/(provider)/provider/page.tsx"
"/angelcare-marketplace/provider/availability","page","provider","provider","no","app/angelcare-marketplace/(provider)/provider/availability/page.tsx"
"/angelcare-marketplace/provider/certifications","page","provider","provider","no","app/angelcare-marketplace/(provider)/provider/certifications/page.tsx"
"/angelcare-marketplace/provider/documents","page","provider","provider","no","app/angelcare-marketplace/(provider)/provider/documents/page.tsx"
"/angelcare-marketplace/provider/missions","page","provider","provider","no","app/angelcare-marketplace/(provider)/provider/missions/page.tsx"
"/angelcare-marketplace/provider/missions/[missionId]","page","provider","provider","yes","app/angelcare-marketplace/(provider)/provider/missions/[missionId]/page.tsx"
"/angelcare-marketplace/provider/onboarding","page","provider","provider","no","app/angelcare-marketplace/(provider)/provider/onboarding/page.tsx"
"/angelcare-marketplace/provider/payments","page","provider","provider","no","app/angelcare-marketplace/(provider)/provider/payments/page.tsx"
"/angelcare-marketplace/provider/reports","page","provider","provider","no","app/angelcare-marketplace/(provider)/provider/reports/page.tsx"
"/angelcare-marketplace/trainer","page","trainer","trainer","no","app/angelcare-marketplace/(trainer)/trainer/page.tsx"
"/angelcare-marketplace/trainer/assessments","page","trainer","trainer","no","app/angelcare-marketplace/(trainer)/trainer/assessments/page.tsx"
"/angelcare-marketplace/trainer/attendance","page","trainer","trainer","no","app/angelcare-marketplace/(trainer)/trainer/attendance/page.tsx"
"/angelcare-marketplace/trainer/cohorts","page","trainer","trainer","no","app/angelcare-marketplace/(trainer)/trainer/cohorts/page.tsx"
"/angelcare-marketplace/trainer/sessions","page","trainer","trainer","no","app/angelcare-marketplace/(trainer)/trainer/sessions/page.tsx"
"/angelcare-marketplace/unavailable","page","platform","unavailable","no","app/angelcare-marketplace/unavailable/page.tsx"
"/angelcare-marketplace/workspace","page","platform","workspace","no","app/angelcare-marketplace/(protected)/workspace/page.tsx"
"/api/angelcare-marketplace/academy/assessment-results","api","api","apiacademy","no","app/api/angelcare-marketplace/academy/assessment-results/route.ts"
"/api/angelcare-marketplace/academy/assessments","api","api","apiacademy","no","app/api/angelcare-marketplace/academy/assessments/route.ts"
"/api/angelcare-marketplace/academy/attendance","api","api","apiacademy","no","app/api/angelcare-marketplace/academy/attendance/route.ts"
"/api/angelcare-marketplace/academy/b2b-training","api","api","apiacademy","no","app/api/angelcare-marketplace/academy/b2b-training/route.ts"
"/api/angelcare-marketplace/academy/certificates","api","api","apiacademy","no","app/api/angelcare-marketplace/academy/certificates/route.ts"
"/api/angelcare-marketplace/academy/certificates/[certificateId]/decision","api","api","apiacademy","yes","app/api/angelcare-marketplace/academy/certificates/[certificateId]/decision/route.ts"
"/api/angelcare-marketplace/academy/cohorts","api","api","apiacademy","no","app/api/angelcare-marketplace/academy/cohorts/route.ts"
"/api/angelcare-marketplace/academy/enrollments","api","api","apiacademy","no","app/api/angelcare-marketplace/academy/enrollments/route.ts"
"/api/angelcare-marketplace/academy/programs","api","api","apiacademy","no","app/api/angelcare-marketplace/academy/programs/route.ts"
"/api/angelcare-marketplace/academy/sessions","api","api","apiacademy","no","app/api/angelcare-marketplace/academy/sessions/route.ts"
"/api/angelcare-marketplace/academy/summary","api","api","apiacademy","no","app/api/angelcare-marketplace/academy/summary/route.ts"
"/api/angelcare-marketplace/admin/families","api","api","apiadmin","no","app/api/angelcare-marketplace/admin/families/route.ts"
"/api/angelcare-marketplace/admin/family-requests","api","api","apiadmin","no","app/api/angelcare-marketplace/admin/family-requests/route.ts"
"/api/angelcare-marketplace/admin/family-requests/[requestId]/qualify","api","api","apiadmin","yes","app/api/angelcare-marketplace/admin/family-requests/[requestId]/qualify/route.ts"
"/api/angelcare-marketplace/analytics/data-quality","api","api","apianalytics","no","app/api/angelcare-marketplace/analytics/data-quality/route.ts"
"/api/angelcare-marketplace/analytics/metrics","api","api","apianalytics","no","app/api/angelcare-marketplace/analytics/metrics/route.ts"
"/api/angelcare-marketplace/analytics/refresh","api","api","apianalytics","no","app/api/angelcare-marketplace/analytics/refresh/route.ts"
"/api/angelcare-marketplace/analytics/snapshots","api","api","apianalytics","no","app/api/angelcare-marketplace/analytics/snapshots/route.ts"
"/api/angelcare-marketplace/analytics/summary","api","api","apianalytics","no","app/api/angelcare-marketplace/analytics/summary/route.ts"
"/api/angelcare-marketplace/b2b/corporates/eligibility","api","api","apib2b","no","app/api/angelcare-marketplace/b2b/corporates/eligibility/route.ts"
"/api/angelcare-marketplace/b2b/corporates/programs","api","api","apib2b","no","app/api/angelcare-marketplace/b2b/corporates/programs/route.ts"
"/api/angelcare-marketplace/b2b/corporates/quotas/[quotaId]/consume","api","api","apib2b","yes","app/api/angelcare-marketplace/b2b/corporates/quotas/[quotaId]/consume/route.ts"
"/api/angelcare-marketplace/b2b/diagnostics","api","api","apib2b","no","app/api/angelcare-marketplace/b2b/diagnostics/route.ts"
"/api/angelcare-marketplace/b2b/diagnostics/[diagnosticId]/convert","api","api","apib2b","yes","app/api/angelcare-marketplace/b2b/diagnostics/[diagnosticId]/convert/route.ts"
"/api/angelcare-marketplace/b2b/diagnostics/[diagnosticId]/transition","api","api","apib2b","yes","app/api/angelcare-marketplace/b2b/diagnostics/[diagnosticId]/transition/route.ts"
"/api/angelcare-marketplace/b2b/establishments/quality-checks","api","api","apib2b","no","app/api/angelcare-marketplace/b2b/establishments/quality-checks/route.ts"
"/api/angelcare-marketplace/b2b/health-partners/compliance","api","api","apib2b","no","app/api/angelcare-marketplace/b2b/health-partners/compliance/route.ts"
"/api/angelcare-marketplace/b2b/hospitality/programs","api","api","apib2b","no","app/api/angelcare-marketplace/b2b/hospitality/programs/route.ts"
"/api/angelcare-marketplace/b2b/hospitality/properties","api","api","apib2b","no","app/api/angelcare-marketplace/b2b/hospitality/properties/route.ts"
"/api/angelcare-marketplace/b2b/organizations","api","api","apib2b","no","app/api/angelcare-marketplace/b2b/organizations/route.ts"
"/api/angelcare-marketplace/b2b/organizations/[organizationId]","api","api","apib2b","yes","app/api/angelcare-marketplace/b2b/organizations/[organizationId]/route.ts"
"/api/angelcare-marketplace/b2b/programs","api","api","apib2b","no","app/api/angelcare-marketplace/b2b/programs/route.ts"
"/api/angelcare-marketplace/b2b/programs/[programId]/transition","api","api","apib2b","yes","app/api/angelcare-marketplace/b2b/programs/[programId]/transition/route.ts"
"/api/angelcare-marketplace/b2b/public/diagnostics","api","api","apib2b","no","app/api/angelcare-marketplace/b2b/public/diagnostics/route.ts"
"/api/angelcare-marketplace/b2b/summary","api","api","apib2b","no","app/api/angelcare-marketplace/b2b/summary/route.ts"
"/api/angelcare-marketplace/backoffice/actions","api","api","apibackoffice","no","app/api/angelcare-marketplace/backoffice/actions/route.ts"
"/api/angelcare-marketplace/backoffice/actions/[actionId]","api","api","apibackoffice","yes","app/api/angelcare-marketplace/backoffice/actions/[actionId]/route.ts"
"/api/angelcare-marketplace/backoffice/approvals","api","api","apibackoffice","no","app/api/angelcare-marketplace/backoffice/approvals/route.ts"
"/api/angelcare-marketplace/backoffice/approvals/[approvalId]/decision","api","api","apibackoffice","yes","app/api/angelcare-marketplace/backoffice/approvals/[approvalId]/decision/route.ts"
"/api/angelcare-marketplace/backoffice/briefs","api","api","apibackoffice","no","app/api/angelcare-marketplace/backoffice/briefs/route.ts"
"/api/angelcare-marketplace/backoffice/objects/[objectType]/[objectId]","api","api","apibackoffice","yes","app/api/angelcare-marketplace/backoffice/objects/[objectType]/[objectId]/route.ts"
"/api/angelcare-marketplace/backoffice/objects/[objectType]/[objectId]/comments","api","api","apibackoffice","yes","app/api/angelcare-marketplace/backoffice/objects/[objectType]/[objectId]/comments/route.ts"
"/api/angelcare-marketplace/backoffice/search","api","api","apibackoffice","no","app/api/angelcare-marketplace/backoffice/search/route.ts"
"/api/angelcare-marketplace/backoffice/summary","api","api","apibackoffice","no","app/api/angelcare-marketplace/backoffice/summary/route.ts"
"/api/angelcare-marketplace/catalog","api","api","apicatalog","no","app/api/angelcare-marketplace/catalog/route.ts"
"/api/angelcare-marketplace/catalog/[itemId]/transition","api","api","apicatalog","yes","app/api/angelcare-marketplace/catalog/[itemId]/transition/route.ts"
"/api/angelcare-marketplace/catalog/summary","api","api","apicatalog","no","app/api/angelcare-marketplace/catalog/summary/route.ts"
"/api/angelcare-marketplace/cms/ctas","api","api","apicms","no","app/api/angelcare-marketplace/cms/ctas/route.ts"
"/api/angelcare-marketplace/cms/menus","api","api","apicms","no","app/api/angelcare-marketplace/cms/menus/route.ts"
"/api/angelcare-marketplace/cms/pages","api","api","apicms","no","app/api/angelcare-marketplace/cms/pages/route.ts"
"/api/angelcare-marketplace/cms/pages/[pageId]","api","api","apicms","yes","app/api/angelcare-marketplace/cms/pages/[pageId]/route.ts"
"/api/angelcare-marketplace/cms/pages/[pageId]/blocks","api","api","apicms","yes","app/api/angelcare-marketplace/cms/pages/[pageId]/blocks/route.ts"
"/api/angelcare-marketplace/cms/pages/[pageId]/preview","api","api","apicms","yes","app/api/angelcare-marketplace/cms/pages/[pageId]/preview/route.ts"
"/api/angelcare-marketplace/cms/pages/[pageId]/rollback","api","api","apicms","yes","app/api/angelcare-marketplace/cms/pages/[pageId]/rollback/route.ts"
